"","X","product.id","product.category","product.name","product.price","product.discount"
"38374",38374,"AP-38374","Fashion","Casula Shoes",40,0.03
"38375",38375,"PQ-38375","Fashion","Running Shoes",224,0.04
"38376",38376,"PZ-38376","Fashion","Formal Shoes",53,0.02
"38377",38377,"PQ-38377","Fashion","Sneakers",12,0.03
"38378",38378,"AP-38378","Fashion","Titak watch",45,0.02
"38379",38379,"AB-38379","Fashion","Fossil Watch",53,0.01
"38380",38380,"PQ-38380","Fashion","T - Shirts",248,0.01
"38381",38381,"OL-38381","Fashion","Shirts",65,0.03
"38382",38382,"RS-38382","Fashion","Jeans",72,0.03
"38383",38383,"AP-38383","Fashion","Suits",36,0.05
"38384",38384,"OL-38384","Fashion","Sports Wear",85,0.01
"38385",38385,"AB-38385","Fashion","Casula Shoes",24,0.02
"38386",38386,"AB-38386","Fashion","Running Shoes",112,0.01
"38387",38387,"RS-38387","Fashion","Formal Shoes",106,0.01
"38388",38388,"PQ-38388","Fashion","Sneakers",62,0.03
"38389",38389,"CP-38389","Fashion","Titak watch",45,0.05
"38390",38390,"AB-38390","Fashion","Fossil Watch",53,0.05
"38391",38391,"PQ-38391","Fashion","T - Shirts",82,0.05
"38392",38392,"PQ-38392","Fashion","Shirts",196,0.05
"38393",38393,"PZ-38393","Fashion","Jeans",109,0.05
"38394",38394,"AB-38394","Fashion","Suits",21,0.05
"38395",38395,"CP-38395","Fashion","Sports Wear",42,0.05
"38396",38396,"PQ-38396","Fashion","Casula Shoes",24,0.04
"38397",38397,"PZ-38397","Fashion","Running Shoes",112,0.03
"38398",38398,"CP-38398","Fashion","Formal Shoes",71,0.02
"38399",38399,"XP-38399","Fashion","Sneakers",31,0.01
"38400",38400,"CP-38400","Fashion","Titak watch",114,0.01
"38401",38401,"RS-38401","Fashion","Fossil Watch",31,0.02
"38402",38402,"PZ-38402","Fashion","T - Shirts",124,0.02
"38403",38403,"CP-38403","Fashion","Shirts",65,0.04
"38404",38404,"AB-38404","Fashion","Jeans",54,0.02
"38405",38405,"XP-38405","Fashion","Suits",36,0.04
"38406",38406,"AP-38406","Fashion","Sports Wear",17,0.01
"38407",38407,"AP-38407","Fashion","Casula Shoes",122,0.03
"38408",38408,"AP-38408","Fashion","Running Shoes",112,0.04
"38409",38409,"CP-38409","Fashion","Formal Shoes",71,0.04
"38410",38410,"XP-38410","Fashion","Sneakers",20,0.01
"38411",38411,"AP-38411","Fashion","Titak watch",114,0.04
"38412",38412,"AP-38412","Fashion","Fossil Watch",31,0.01
"38413",38413,"PQ-38413","Fashion","T - Shirts",124,0.05
"38414",38414,"CP-38414","Fashion","Shirts",98,0.03
"38415",38415,"XP-38415","Fashion","Jeans",72,0.02
"38416",38416,"AP-38416","Fashion","Suits",109,0.01
"38417",38417,"OL-38417","Fashion","Sports Wear",17,0.05
"38418",38418,"CP-38418","Fashion","Casula Shoes",61,0.02
"38419",38419,"RS-38419","Fashion","Running Shoes",74,0.04
"38420",38420,"PZ-38420","Fashion","Formal Shoes",106,0.01
"38421",38421,"PQ-38421","Fashion","Sneakers",31,0.02
"38422",38422,"PZ-38422","Fashion","Titak watch",114,0.04
"38423",38423,"PQ-38423","Fashion","Fossil Watch",39,0.01
"38424",38424,"AP-38424","Fashion","T - Shirts",124,0.03
"38425",38425,"OL-38425","Fashion","Shirts",196,0.03
"38426",38426,"XP-38426","Fashion","Jeans",43,0.04
"38427",38427,"RS-38427","Fashion","Suits",109,0.03
"38428",38428,"AP-38428","Fashion","Sports Wear",21,0.01
"38429",38429,"RS-38429","Fashion","Casula Shoes",24,0.01
"38430",38430,"AB-38430","Fashion","Running Shoes",224,0.02
"38431",38431,"AB-38431","Fashion","Formal Shoes",106,0.04
"38432",38432,"AP-38432","Fashion","Sneakers",15,0.05
"38433",38433,"AP-38433","Fashion","Titak watch",45,0.01
"38434",38434,"AB-38434","Fashion","Fossil Watch",31,0.03
"38435",38435,"AP-38435","Fashion","T - Shirts",124,0.01
"38436",38436,"XP-38436","Fashion","Shirts",39,0.01
"38437",38437,"RS-38437","Fashion","Jeans",54,0.05
"38438",38438,"RS-38438","Fashion","Suits",36,0.02
"38439",38439,"AB-38439","Fashion","Sports Wear",21,0.05
"38440",38440,"AP-38440","Fashion","Casula Shoes",30,0.02
"38441",38441,"AB-38441","Fashion","Running Shoes",74,0.04
"38442",38442,"PQ-38442","Fashion","Formal Shoes",53,0.05
"38443",38443,"XP-38443","Fashion","Sneakers",62,0.01
"38444",38444,"CP-38444","Fashion","Titak watch",228,0.03
"38445",38445,"RS-38445","Fashion","Fossil Watch",53,0.04
"38446",38446,"CP-38446","Fashion","T - Shirts",62,0.03
"38447",38447,"AP-38447","Fashion","Shirts",65,0.03
"38448",38448,"AB-38448","Fashion","Jeans",109,0.02
"38449",38449,"PZ-38449","Fashion","Suits",54,0.04
"38450",38450,"XP-38450","Fashion","Sports Wear",17,0.01
"38451",38451,"OL-38451","Fashion","Casula Shoes",24,0.05
"38452",38452,"CP-38452","Fashion","Running Shoes",74,0.04
"38453",38453,"PZ-38453","Fashion","Formal Shoes",106,0.04
"38454",38454,"PQ-38454","Fashion","Sneakers",62,0.03
"38455",38455,"AP-38455","Fashion","Titak watch",57,0.01
"38456",38456,"RS-38456","Fashion","Fossil Watch",159,0.05
"38457",38457,"RS-38457","Fashion","T - Shirts",62,0.01
"38458",38458,"PZ-38458","Fashion","Shirts",39,0.05
"38459",38459,"AP-38459","Fashion","Jeans",43,0.02
"38460",38460,"XP-38460","Fashion","Suits",54,0.03
"38461",38461,"RS-38461","Fashion","Sports Wear",17,0.01
"38462",38462,"AP-38462","Fashion","Casula Shoes",30,0.02
"38463",38463,"PZ-38463","Fashion","Running Shoes",44,0.05
"38464",38464,"OL-38464","Fashion","Formal Shoes",71,0.03
"38465",38465,"AP-38465","Fashion","Sneakers",20,0.02
"38466",38466,"AB-38466","Fashion","Titak watch",57,0.03
"38467",38467,"RS-38467","Fashion","Fossil Watch",159,0.01
"38468",38468,"PZ-38468","Fashion","T - Shirts",124,0.04
"38469",38469,"OL-38469","Fashion","Shirts",49,0.03
"38470",38470,"PQ-38470","Fashion","Jeans",109,0.05
"38471",38471,"PZ-38471","Fashion","Suits",21,0.05
"38472",38472,"RS-38472","Fashion","Sports Wear",21,0.01
"38473",38473,"XP-38473","Fashion","Casula Shoes",122,0.02
"38474",38474,"PZ-38474","Fashion","Running Shoes",44,0.02
"38475",38475,"PQ-38475","Fashion","Formal Shoes",71,0.04
"38476",38476,"PQ-38476","Fashion","Sneakers",15,0.02
"38477",38477,"XP-38477","Fashion","Titak watch",114,0.03
"38478",38478,"AB-38478","Fashion","Fossil Watch",53,0.05
"38479",38479,"AP-38479","Fashion","T - Shirts",82,0.04
"38480",38480,"PQ-38480","Fashion","Shirts",49,0.02
"38481",38481,"OL-38481","Fashion","Jeans",218,0.05
"38482",38482,"PQ-38482","Fashion","Suits",27,0.05
"38483",38483,"AB-38483","Fashion","Sports Wear",21,0.04
"38484",38484,"RS-38484","Fashion","Casula Shoes",30,0.02
"38485",38485,"XP-38485","Fashion","Running Shoes",112,0.03
"38486",38486,"AP-38486","Fashion","Formal Shoes",71,0.04
"38487",38487,"CP-38487","Fashion","Sneakers",20,0.03
"38488",38488,"OL-38488","Fashion","Titak watch",114,0.05
"38489",38489,"XP-38489","Fashion","Fossil Watch",159,0.03
"38490",38490,"AP-38490","Fashion","T - Shirts",49,0.02
"38491",38491,"RS-38491","Fashion","Shirts",196,0.04
"38492",38492,"XP-38492","Fashion","Jeans",43,0.05
"38493",38493,"PZ-38493","Fashion","Suits",54,0.04
"38494",38494,"OL-38494","Fashion","Sports Wear",17,0.05
"38495",38495,"PQ-38495","Fashion","Casula Shoes",122,0.04
"38496",38496,"PQ-38496","Fashion","Running Shoes",44,0.02
"38497",38497,"PQ-38497","Fashion","Formal Shoes",213,0.02
"38498",38498,"OL-38498","Fashion","Sneakers",62,0.05
"38499",38499,"PQ-38499","Fashion","Titak watch",76,0.02
"38500",38500,"RS-38500","Fashion","Fossil Watch",31,0.05
"38501",38501,"XP-38501","Fashion","T - Shirts",124,0.05
"38502",38502,"CP-38502","Fashion","Shirts",98,0.03
"38503",38503,"OL-38503","Fashion","Jeans",43,0.01
"38504",38504,"CP-38504","Fashion","Suits",21,0.04
"38505",38505,"OL-38505","Fashion","Sports Wear",42,0.01
"38506",38506,"AB-38506","Fashion","Casula Shoes",122,0.05
"38507",38507,"PQ-38507","Fashion","Running Shoes",74,0.04
"38508",38508,"PQ-38508","Fashion","Formal Shoes",53,0.05
"38509",38509,"AB-38509","Fashion","Sneakers",20,0.05
"38510",38510,"CP-38510","Fashion","Titak watch",114,0.03
"38511",38511,"RS-38511","Fashion","Fossil Watch",79,0.05
"38512",38512,"CP-38512","Fashion","T - Shirts",82,0.03
"38513",38513,"OL-38513","Fashion","Shirts",98,0.01
"38514",38514,"AP-38514","Fashion","Jeans",218,0.01
"38515",38515,"OL-38515","Fashion","Suits",27,0.04
"38516",38516,"AB-38516","Fashion","Sports Wear",85,0.04
"38517",38517,"RS-38517","Fashion","Casula Shoes",24,0.03
"38518",38518,"OL-38518","Fashion","Running Shoes",112,0.05
"38519",38519,"XP-38519","Fashion","Formal Shoes",53,0.02
"38520",38520,"RS-38520","Fashion","Sneakers",31,0.02
"38521",38521,"RS-38521","Fashion","Titak watch",45,0.03
"38522",38522,"PZ-38522","Fashion","Fossil Watch",31,0.02
"38523",38523,"XP-38523","Fashion","T - Shirts",248,0.02
"38524",38524,"AP-38524","Fashion","Shirts",39,0.03
"38525",38525,"PQ-38525","Fashion","Jeans",43,0.04
"38526",38526,"RS-38526","Fashion","Suits",54,0.01
"38527",38527,"AB-38527","Fashion","Sports Wear",85,0.02
"38528",38528,"PQ-38528","Fashion","Casula Shoes",24,0.04
"38529",38529,"CP-38529","Fashion","Running Shoes",44,0.02
"38530",38530,"OL-38530","Fashion","Formal Shoes",213,0.03
"38531",38531,"XP-38531","Fashion","Sneakers",15,0.01
"38532",38532,"XP-38532","Fashion","Titak watch",76,0.05
"38533",38533,"CP-38533","Fashion","Fossil Watch",53,0.03
"38534",38534,"XP-38534","Fashion","T - Shirts",82,0.02
"38535",38535,"XP-38535","Fashion","Shirts",65,0.05
"38536",38536,"CP-38536","Fashion","Jeans",43,0.05
"38537",38537,"AP-38537","Fashion","Suits",21,0.05
"38538",38538,"OL-38538","Fashion","Sports Wear",28,0.03
"38539",38539,"CP-38539","Fashion","Casula Shoes",122,0.03
"38540",38540,"OL-38540","Fashion","Running Shoes",112,0.01
"38541",38541,"AB-38541","Fashion","Formal Shoes",71,0.03
"38542",38542,"RS-38542","Fashion","Sneakers",20,0.02
"38543",38543,"AP-38543","Fashion","Titak watch",76,0.05
"38544",38544,"AP-38544","Fashion","Fossil Watch",39,0.05
"38545",38545,"PQ-38545","Fashion","T - Shirts",82,0.01
"38546",38546,"XP-38546","Fashion","Shirts",65,0.04
"38547",38547,"RS-38547","Fashion","Jeans",109,0.04
"38548",38548,"PQ-38548","Fashion","Suits",21,0.05
"38549",38549,"RS-38549","Fashion","Sports Wear",17,0.01
"38550",38550,"PQ-38550","Fashion","Casula Shoes",40,0.03
"38551",38551,"AB-38551","Fashion","Running Shoes",112,0.03
"38552",38552,"PZ-38552","Fashion","Formal Shoes",53,0.03
"38553",38553,"XP-38553","Fashion","Sneakers",12,0.03
"38554",38554,"CP-38554","Fashion","Titak watch",57,0.05
"38555",38555,"PQ-38555","Fashion","Fossil Watch",79,0.05
"38556",38556,"PQ-38556","Fashion","T - Shirts",124,0.02
"38557",38557,"XP-38557","Fashion","Shirts",196,0.01
"38558",38558,"XP-38558","Fashion","Jeans",54,0.03
"38559",38559,"AB-38559","Fashion","Suits",21,0.03
"38560",38560,"AB-38560","Fashion","Sports Wear",21,0.01
"38561",38561,"PQ-38561","Fashion","Casula Shoes",30,0.05
"38562",38562,"PQ-38562","Fashion","Running Shoes",112,0.01
"38563",38563,"CP-38563","Fashion","Formal Shoes",71,0.05
"38564",38564,"PQ-38564","Fashion","Sneakers",12,0.03
"38565",38565,"XP-38565","Fashion","Titak watch",45,0.03
"38566",38566,"PZ-38566","Fashion","Fossil Watch",53,0.01
"38567",38567,"XP-38567","Fashion","T - Shirts",124,0.04
"38568",38568,"AP-38568","Fashion","Shirts",49,0.02
"38569",38569,"AB-38569","Fashion","Jeans",72,0.01
"38570",38570,"CP-38570","Fashion","Suits",109,0.04
"38571",38571,"PZ-38571","Fashion","Sports Wear",42,0.04
"38572",38572,"AB-38572","Fashion","Casula Shoes",30,0.03
"38573",38573,"CP-38573","Fashion","Running Shoes",74,0.01
"38574",38574,"RS-38574","Fashion","Formal Shoes",213,0.05
"38575",38575,"XP-38575","Fashion","Sneakers",31,0.02
"38576",38576,"PQ-38576","Fashion","Titak watch",45,0.03
"38577",38577,"RS-38577","Fashion","Fossil Watch",31,0.01
"38578",38578,"XP-38578","Fashion","T - Shirts",82,0.03
"38579",38579,"AB-38579","Fashion","Shirts",49,0.02
"38580",38580,"OL-38580","Fashion","Jeans",54,0.03
"38581",38581,"CP-38581","Fashion","Suits",109,0.03
"38582",38582,"AB-38582","Fashion","Sports Wear",17,0.03
"38583",38583,"CP-38583","Fashion","Casula Shoes",30,0.05
"38584",38584,"AP-38584","Fashion","Running Shoes",224,0.04
"38585",38585,"PQ-38585","Fashion","Formal Shoes",71,0.03
"38586",38586,"PQ-38586","Fashion","Sneakers",15,0.02
"38587",38587,"AB-38587","Fashion","Titak watch",228,0.02
"38588",38588,"PQ-38588","Fashion","Fossil Watch",159,0.05
"38589",38589,"AB-38589","Fashion","T - Shirts",82,0.03
"38590",38590,"XP-38590","Fashion","Shirts",98,0.01
"38591",38591,"AB-38591","Fashion","Jeans",109,0.03
"38592",38592,"XP-38592","Fashion","Suits",21,0.03
"38593",38593,"XP-38593","Fashion","Sports Wear",42,0.01
"38594",38594,"PQ-38594","Fashion","Casula Shoes",61,0.04
"38595",38595,"CP-38595","Fashion","Running Shoes",224,0.05
"38596",38596,"AB-38596","Fashion","Formal Shoes",213,0.04
"38597",38597,"XP-38597","Fashion","Sneakers",31,0.02
"38598",38598,"RS-38598","Fashion","Titak watch",57,0.01
"38599",38599,"PZ-38599","Fashion","Fossil Watch",79,0.04
"38600",38600,"AP-38600","Fashion","T - Shirts",62,0.02
"38601",38601,"CP-38601","Fashion","Shirts",196,0.01
"38602",38602,"CP-38602","Fashion","Jeans",72,0.05
"38603",38603,"AP-38603","Fashion","Suits",109,0.02
"38604",38604,"XP-38604","Fashion","Sports Wear",85,0.05
"38605",38605,"AB-38605","Fashion","Casula Shoes",30,0.03
"38606",38606,"PZ-38606","Fashion","Running Shoes",56,0.02
"38607",38607,"OL-38607","Fashion","Formal Shoes",213,0.03
"38608",38608,"XP-38608","Fashion","Sneakers",31,0.04
"38609",38609,"PQ-38609","Fashion","Titak watch",114,0.01
"38610",38610,"RS-38610","Fashion","Fossil Watch",79,0.01
"38611",38611,"CP-38611","Fashion","T - Shirts",248,0.01
"38612",38612,"AB-38612","Fashion","Shirts",49,0.03
"38613",38613,"XP-38613","Fashion","Jeans",72,0.05
"38614",38614,"AP-38614","Fashion","Suits",27,0.03
"38615",38615,"OL-38615","Fashion","Sports Wear",42,0.02
"38616",38616,"CP-38616","Fashion","Casula Shoes",30,0.02
"38617",38617,"PZ-38617","Fashion","Running Shoes",56,0.05
"38618",38618,"AP-38618","Fashion","Formal Shoes",42,0.01
"38619",38619,"AP-38619","Fashion","Sneakers",12,0.05
"38620",38620,"XP-38620","Fashion","Titak watch",114,0.02
"38621",38621,"XP-38621","Fashion","Fossil Watch",31,0.01
"38622",38622,"RS-38622","Fashion","T - Shirts",124,0.03
"38623",38623,"AP-38623","Fashion","Shirts",39,0.05
"38624",38624,"OL-38624","Fashion","Jeans",109,0.05
"38625",38625,"CP-38625","Fashion","Suits",36,0.05
"38626",38626,"PQ-38626","Fashion","Sports Wear",85,0.04
"38627",38627,"RS-38627","Fashion","Casula Shoes",122,0.02
"38628",38628,"AB-38628","Fashion","Running Shoes",224,0.04
"38629",38629,"RS-38629","Fashion","Formal Shoes",53,0.02
"38630",38630,"OL-38630","Fashion","Sneakers",62,0.02
"38631",38631,"RS-38631","Fashion","Titak watch",45,0.05
"38632",38632,"CP-38632","Fashion","Fossil Watch",31,0.01
"38633",38633,"CP-38633","Fashion","T - Shirts",82,0.03
"38634",38634,"CP-38634","Fashion","Shirts",39,0.02
"38635",38635,"OL-38635","Fashion","Jeans",43,0.01
"38636",38636,"OL-38636","Fashion","Suits",21,0.05
"38637",38637,"PZ-38637","Fashion","Sports Wear",17,0.01
"38638",38638,"PZ-38638","Fashion","Casula Shoes",40,0.05
"38639",38639,"XP-38639","Fashion","Running Shoes",112,0.04
"38640",38640,"AP-38640","Fashion","Formal Shoes",71,0.03
"38641",38641,"RS-38641","Fashion","Sneakers",12,0.05
"38642",38642,"OL-38642","Fashion","Titak watch",57,0.05
"38643",38643,"OL-38643","Fashion","Fossil Watch",31,0.03
"38644",38644,"PZ-38644","Fashion","T - Shirts",248,0.05
"38645",38645,"OL-38645","Fashion","Shirts",65,0.02
"38646",38646,"RS-38646","Fashion","Jeans",72,0.04
"38647",38647,"CP-38647","Fashion","Suits",36,0.05
"38648",38648,"OL-38648","Fashion","Sports Wear",42,0.02
"38649",38649,"PZ-38649","Fashion","Casula Shoes",40,0.04
"38650",38650,"AB-38650","Fashion","Running Shoes",112,0.05
"38651",38651,"PZ-38651","Fashion","Formal Shoes",71,0.05
"38652",38652,"PQ-38652","Fashion","Sneakers",15,0.05
"38653",38653,"OL-38653","Fashion","Titak watch",57,0.02
"38654",38654,"PQ-38654","Fashion","Fossil Watch",79,0.04
"38655",38655,"CP-38655","Fashion","T - Shirts",82,0.05
"38656",38656,"PQ-38656","Fashion","Shirts",65,0.02
"38657",38657,"PQ-38657","Fashion","Jeans",72,0.02
"38658",38658,"AB-38658","Fashion","Suits",109,0.05
"38659",38659,"PZ-38659","Fashion","Sports Wear",21,0.01
"38660",38660,"PQ-38660","Fashion","Casula Shoes",24,0.02
"38661",38661,"CP-38661","Fashion","Running Shoes",224,0.01
"38662",38662,"AB-38662","Fashion","Formal Shoes",213,0.03
"38663",38663,"RS-38663","Fashion","Sneakers",12,0.02
"38664",38664,"XP-38664","Fashion","Titak watch",76,0.01
"38665",38665,"PQ-38665","Fashion","Fossil Watch",159,0.01
"38666",38666,"XP-38666","Fashion","T - Shirts",82,0.01
"38667",38667,"RS-38667","Fashion","Shirts",39,0.01
"38668",38668,"AP-38668","Fashion","Jeans",109,0.01
"38669",38669,"CP-38669","Fashion","Suits",21,0.01
"38670",38670,"XP-38670","Fashion","Sports Wear",85,0.04
"38671",38671,"PZ-38671","Fashion","Casula Shoes",61,0.01
"38672",38672,"AP-38672","Fashion","Running Shoes",112,0.05
"38673",38673,"CP-38673","Fashion","Formal Shoes",42,0.03
"38674",38674,"PQ-38674","Fashion","Sneakers",62,0.04
"38675",38675,"OL-38675","Fashion","Titak watch",114,0.04
"38676",38676,"RS-38676","Fashion","Fossil Watch",53,0.02
"38677",38677,"OL-38677","Fashion","T - Shirts",49,0.02
"38678",38678,"PQ-38678","Fashion","Shirts",39,0.02
"38679",38679,"CP-38679","Fashion","Jeans",54,0.01
"38680",38680,"PZ-38680","Fashion","Suits",36,0.02
"38681",38681,"RS-38681","Fashion","Sports Wear",28,0.03
"38682",38682,"PQ-38682","Fashion","Casula Shoes",122,0.02
"38683",38683,"RS-38683","Fashion","Running Shoes",56,0.04
"38684",38684,"AB-38684","Fashion","Formal Shoes",71,0.05
"38685",38685,"RS-38685","Fashion","Sneakers",62,0.02
"38686",38686,"PZ-38686","Fashion","Titak watch",57,0.01
"38687",38687,"XP-38687","Fashion","Fossil Watch",79,0.04
"38688",38688,"OL-38688","Fashion","T - Shirts",124,0.02
"38689",38689,"CP-38689","Fashion","Shirts",98,0.04
"38690",38690,"PZ-38690","Fashion","Jeans",72,0.03
"38691",38691,"CP-38691","Fashion","Suits",21,0.01
"38692",38692,"XP-38692","Fashion","Sports Wear",42,0.05
"38693",38693,"AP-38693","Fashion","Casula Shoes",30,0.02
"38694",38694,"AB-38694","Fashion","Running Shoes",44,0.04
"38695",38695,"PQ-38695","Fashion","Formal Shoes",106,0.01
"38696",38696,"AB-38696","Fashion","Sneakers",20,0.03
"38697",38697,"PQ-38697","Fashion","Titak watch",228,0.04
"38698",38698,"OL-38698","Fashion","Fossil Watch",159,0.02
"38699",38699,"AP-38699","Fashion","T - Shirts",248,0.05
"38700",38700,"PQ-38700","Fashion","Shirts",196,0.04
"38701",38701,"CP-38701","Fashion","Jeans",43,0.03
"38702",38702,"XP-38702","Fashion","Suits",36,0.04
"38703",38703,"XP-38703","Fashion","Sports Wear",42,0.04
"38704",38704,"XP-38704","Fashion","Casula Shoes",61,0.02
"38705",38705,"AP-38705","Fashion","Running Shoes",224,0.05
"38706",38706,"PZ-38706","Fashion","Formal Shoes",106,0.03
"38707",38707,"PQ-38707","Fashion","Sneakers",31,0.02
"38708",38708,"XP-38708","Fashion","Titak watch",57,0.02
"38709",38709,"PQ-38709","Fashion","Fossil Watch",39,0.03
"38710",38710,"RS-38710","Fashion","T - Shirts",248,0.04
"38711",38711,"PZ-38711","Fashion","Shirts",65,0.03
"38712",38712,"PZ-38712","Fashion","Jeans",109,0.01
"38713",38713,"OL-38713","Fashion","Suits",54,0.04
"38714",38714,"CP-38714","Fashion","Sports Wear",42,0.02
"38715",38715,"PZ-38715","Fashion","Casula Shoes",30,0.03
"38716",38716,"AP-38716","Fashion","Running Shoes",112,0.05
"38717",38717,"OL-38717","Fashion","Formal Shoes",53,0.05
"38718",38718,"XP-38718","Fashion","Sneakers",12,0.01
"38719",38719,"PZ-38719","Fashion","Titak watch",76,0.04
"38720",38720,"PQ-38720","Fashion","Fossil Watch",53,0.01
"38721",38721,"XP-38721","Fashion","T - Shirts",62,0.03
"38722",38722,"CP-38722","Fashion","Shirts",49,0.03
"38723",38723,"AP-38723","Fashion","Jeans",43,0.03
"38724",38724,"AP-38724","Fashion","Suits",54,0.03
"38725",38725,"PZ-38725","Fashion","Sports Wear",21,0.01
"38726",38726,"AP-38726","Fashion","Casula Shoes",24,0.04
"38727",38727,"OL-38727","Fashion","Running Shoes",44,0.01
"38728",38728,"RS-38728","Fashion","Formal Shoes",213,0.02
"38729",38729,"CP-38729","Fashion","Sneakers",15,0.04
"38730",38730,"XP-38730","Fashion","Titak watch",57,0.05
"38731",38731,"PZ-38731","Fashion","Fossil Watch",159,0.01
"38732",38732,"CP-38732","Fashion","T - Shirts",62,0.04
"38733",38733,"RS-38733","Fashion","Shirts",65,0.04
"38734",38734,"PQ-38734","Fashion","Jeans",54,0.01
"38735",38735,"PZ-38735","Fashion","Suits",21,0.04
"38736",38736,"OL-38736","Fashion","Sports Wear",21,0.01
"38737",38737,"OL-38737","Fashion","Casula Shoes",24,0.04
"38738",38738,"AB-38738","Fashion","Running Shoes",112,0.04
"38739",38739,"PZ-38739","Fashion","Formal Shoes",213,0.04
"38740",38740,"PZ-38740","Fashion","Sneakers",20,0.02
"38741",38741,"OL-38741","Fashion","Titak watch",45,0.02
"38742",38742,"XP-38742","Fashion","Fossil Watch",53,0.03
"38743",38743,"RS-38743","Fashion","T - Shirts",248,0.05
"38744",38744,"PZ-38744","Fashion","Shirts",49,0.02
"38745",38745,"CP-38745","Fashion","Jeans",109,0.03
"38746",38746,"AP-38746","Fashion","Suits",109,0.01
"38747",38747,"CP-38747","Fashion","Sports Wear",28,0.05
"38748",38748,"PQ-38748","Fashion","Casula Shoes",24,0.05
"38749",38749,"AB-38749","Fashion","Running Shoes",112,0.01
"38750",38750,"RS-38750","Fashion","Formal Shoes",106,0.03
"38751",38751,"OL-38751","Fashion","Sneakers",15,0.03
"38752",38752,"AB-38752","Fashion","Titak watch",228,0.02
"38753",38753,"PZ-38753","Fashion","Fossil Watch",159,0.04
"38754",38754,"CP-38754","Fashion","T - Shirts",82,0.05
"38755",38755,"XP-38755","Fashion","Shirts",65,0.03
"38756",38756,"PZ-38756","Fashion","Jeans",218,0.02
"38757",38757,"AP-38757","Fashion","Suits",21,0.01
"38758",38758,"PQ-38758","Fashion","Sports Wear",21,0.02
"38759",38759,"PZ-38759","Fashion","Casula Shoes",24,0.03
"38760",38760,"XP-38760","Fashion","Running Shoes",56,0.05
"38761",38761,"AB-38761","Fashion","Formal Shoes",71,0.03
"38762",38762,"PZ-38762","Fashion","Sneakers",62,0.05
"38763",38763,"AP-38763","Fashion","Titak watch",228,0.03
"38764",38764,"RS-38764","Fashion","Fossil Watch",39,0.05
"38765",38765,"OL-38765","Fashion","T - Shirts",49,0.04
"38766",38766,"RS-38766","Fashion","Shirts",49,0.04
"38767",38767,"CP-38767","Fashion","Jeans",54,0.05
"38768",38768,"PZ-38768","Fashion","Suits",27,0.05
"38769",38769,"AP-38769","Fashion","Sports Wear",21,0.04
"38770",38770,"PZ-38770","Fashion","Casula Shoes",24,0.03
"38771",38771,"AP-38771","Fashion","Running Shoes",56,0.05
"38772",38772,"AP-38772","Fashion","Formal Shoes",213,0.03
"38773",38773,"OL-38773","Fashion","Sneakers",20,0.04
"38774",38774,"AB-38774","Fashion","Titak watch",45,0.01
"38775",38775,"RS-38775","Fashion","Fossil Watch",31,0.04
"38776",38776,"CP-38776","Fashion","T - Shirts",82,0.01
"38777",38777,"PQ-38777","Fashion","Shirts",49,0.03
"38778",38778,"OL-38778","Fashion","Jeans",218,0.02
"38779",38779,"RS-38779","Fashion","Suits",109,0.02
"38780",38780,"CP-38780","Fashion","Sports Wear",28,0.03
"38781",38781,"PQ-38781","Fashion","Casula Shoes",24,0.03
"38782",38782,"AB-38782","Fashion","Running Shoes",44,0.05
"38783",38783,"AP-38783","Fashion","Formal Shoes",213,0.01
"38784",38784,"AB-38784","Fashion","Sneakers",31,0.01
"38785",38785,"CP-38785","Fashion","Titak watch",114,0.01
"38786",38786,"XP-38786","Fashion","Fossil Watch",53,0.01
"38787",38787,"AB-38787","Fashion","T - Shirts",82,0.02
"38788",38788,"PQ-38788","Fashion","Shirts",39,0.03
"38789",38789,"OL-38789","Fashion","Jeans",72,0.05
"38790",38790,"PZ-38790","Fashion","Suits",36,0.02
"38791",38791,"PQ-38791","Fashion","Sports Wear",28,0.02
"38792",38792,"AB-38792","Fashion","Casula Shoes",61,0.01
"38793",38793,"XP-38793","Fashion","Running Shoes",224,0.05
"38794",38794,"XP-38794","Fashion","Formal Shoes",71,0.01
"38795",38795,"AP-38795","Fashion","Sneakers",62,0.01
"38796",38796,"XP-38796","Fashion","Titak watch",45,0.04
"38797",38797,"AB-38797","Fashion","Fossil Watch",79,0.03
"38798",38798,"PZ-38798","Fashion","T - Shirts",49,0.04
"38799",38799,"OL-38799","Fashion","Shirts",49,0.02
"38800",38800,"CP-38800","Fashion","Jeans",43,0.03
"38801",38801,"XP-38801","Fashion","Suits",36,0.05
"38802",38802,"AP-38802","Fashion","Sports Wear",85,0.05
"38803",38803,"RS-38803","Fashion","Casula Shoes",61,0.02
"38804",38804,"AB-38804","Fashion","Running Shoes",112,0.01
"38805",38805,"OL-38805","Fashion","Formal Shoes",106,0.05
"38806",38806,"PQ-38806","Fashion","Sneakers",62,0.01
"38807",38807,"CP-38807","Fashion","Titak watch",114,0.01
"38808",38808,"PQ-38808","Fashion","Fossil Watch",31,0.02
"38809",38809,"CP-38809","Fashion","T - Shirts",248,0.03
"38810",38810,"OL-38810","Fashion","Shirts",65,0.02
"38811",38811,"OL-38811","Fashion","Jeans",109,0.02
"38812",38812,"CP-38812","Fashion","Suits",109,0.04
"38813",38813,"XP-38813","Fashion","Sports Wear",85,0.04
