ship.id,ship.date,ship.mode,ship.cost
OP-35267,2015-12-22,Standard Class,15.8
MZ-35268,2015-12-11,Standard Class,10.6
AX-35269,2016-01-04,Standard Class,13.1
AX-35270,2015-09-08,Standard Class,2.7
DZ-35271,2015-07-09,Standard Class,4.3
DF-35272,2015-01-29,Standard Class,3.6
AX-35273,2015-09-14,Standard Class,9.9
TA-35274,2015-03-16,Standard Class,12.7
LP-35275,2015-05-24,Standard Class,1.6
TA-35276,2015-01-17,Standard Class,12.7
OP-35277,2015-01-31,Standard Class,7.7
DF-35278,2015-10-12,Standard Class,13.1
LP-35279,2015-11-15,Standard Class,11
DZ-35280,2015-10-18,Standard Class,13.1
TA-35281,2015-11-12,Standard Class,1.3
DZ-35282,2015-10-11,Standard Class,2.8
DZ-35283,2015-11-29,Standard Class,4
MZ-35284,2015-04-18,Standard Class,9.9
JK-35285,2015-02-03,Standard Class,11.4
DZ-35286,2016-01-04,Standard Class,2.1
MZ-35287,2015-09-03,Standard Class,13.7
JK-35288,2015-04-13,Standard Class,7.6
MZ-35289,2015-09-06,Standard Class,16.3
TA-35290,2015-04-28,Standard Class,11
LM-35291,2015-05-21,Standard Class,9.4
MZ-35292,2015-07-11,Standard Class,2.5
DF-35293,2015-12-26,Standard Class,2.8
AX-35294,2015-03-31,Standard Class,1.2
LM-35295,2015-07-08,Standard Class,9.9
OP-35296,2015-03-30,Standard Class,12.4
DF-35297,2015-01-19,Standard Class,1.2
LP-35298,2015-12-31,Standard Class,13.7
TA-35299,2015-07-24,Standard Class,7.7
DZ-35300,2015-10-26,Standard Class,15.8
TA-35301,2015-11-10,Standard Class,8.7
AX-35302,2015-07-30,Standard Class,12.1
JK-35303,2015-07-03,Standard Class,0.7
JK-35304,2015-12-13,Standard Class,2.8
LM-35305,2015-08-06,Standard Class,2.4
TA-35306,2015-12-23,Standard Class,9.9
OP-35307,2015-05-06,Standard Class,10.1
PQ-35308,2015-12-27,Standard Class,1.6
AX-35309,2015-06-10,Standard Class,11.2
JK-35310,2015-03-26,Standard Class,7.4
MZ-35311,2015-06-12,Standard Class,14.6
TA-35312,2015-04-21,Standard Class,9.6
PQ-35313,2015-02-07,Standard Class,12.5
DZ-35314,2015-02-17,Standard Class,2.8
OP-35315,2015-10-15,Standard Class,2.1
MZ-35316,2015-10-05,Standard Class,3.6
DF-35317,2015-03-30,Standard Class,13.3
LM-35318,2015-06-20,Standard Class,8
LM-35319,2015-10-03,Standard Class,6.2
JK-35320,2015-02-18,Standard Class,12.1
DF-35321,2015-12-25,Standard Class,6.3
LP-35322,2015-01-30,Standard Class,16.1
JK-35323,2015-10-16,Standard Class,11.4
OP-35324,2015-01-30,Standard Class,11.6
OP-35325,2015-04-14,Standard Class,2.7
OP-35326,2015-09-13,Standard Class,0.1
TA-35327,2015-09-05,Standard Class,4
DZ-35328,2015-12-11,Standard Class,9.9
JK-35329,2015-09-21,Standard Class,12
LP-35330,2015-02-22,Standard Class,6.2
AX-35331,2015-09-16,Standard Class,13.9
PQ-35332,2015-04-19,Standard Class,6.6
LM-35333,2015-09-09,Standard Class,15.8
LP-35334,2015-05-15,Standard Class,10.4
JK-35335,2015-10-18,Standard Class,12.5
JK-35336,2015-04-25,Standard Class,2
TA-35337,2015-03-20,Standard Class,1.7
JK-35338,2015-10-03,Standard Class,3.2
LP-35339,2015-12-12,Standard Class,12.2
PQ-35340,2015-04-05,Standard Class,11.2
AX-35341,2015-01-30,Standard Class,1.2
DZ-35342,2015-10-27,Standard Class,14.3
LM-35343,2015-12-22,Standard Class,7.3
LM-35344,2015-08-30,Standard Class,14.8
DF-35345,2015-04-08,Standard Class,6.7
DZ-35346,2015-12-31,Standard Class,13.6
AX-35347,2015-09-07,Standard Class,2
JK-35348,2015-02-19,Standard Class,0.1
JK-35349,2015-04-02,Standard Class,3.8
JK-35350,2015-05-14,Standard Class,14
MZ-35351,2015-09-04,Standard Class,12
DF-35352,2015-11-01,Standard Class,6.2
PQ-35353,2015-07-20,Standard Class,13.4
LP-35354,2015-07-18,Standard Class,7.3
PQ-35355,2015-09-23,Standard Class,16.3
TA-35356,2015-05-02,Standard Class,9.2
MZ-35357,2015-04-17,Standard Class,13.4
JK-35358,2015-06-27,Standard Class,2.7
JK-35359,2015-05-09,Standard Class,2.1
AX-35360,2015-08-05,Standard Class,1.8
DF-35361,2015-12-29,Standard Class,12.4
TA-35362,2015-09-20,Standard Class,12.4
LP-35363,2015-04-10,Standard Class,1.6
PQ-35364,2015-01-25,Standard Class,13
DF-35365,2015-05-13,Standard Class,6
OP-35366,2015-09-27,Standard Class,14.6
MZ-35367,2015-04-30,Standard Class,10
MZ-35368,2015-06-11,Standard Class,9.4
AX-35369,2015-11-01,Standard Class,0.7
DF-35370,2015-06-12,Standard Class,2.1
LP-35371,2015-09-15,Standard Class,3.1
PQ-35372,2015-10-05,Standard Class,13.7
DZ-35373,2015-06-22,Standard Class,12
PQ-35374,2015-08-16,Standard Class,1.2
DZ-35375,2015-04-21,Standard Class,14.3
DF-35376,2015-01-16,Standard Class,7.4
LM-35377,2015-01-14,Standard Class,15.8
LP-35378,2015-06-06,Standard Class,9.6
DZ-35379,2015-08-29,Standard Class,13.4
DZ-35380,2015-04-18,Standard Class,2.6
LM-35381,2015-03-07,Standard Class,0.2
DF-35382,2015-03-20,Standard Class,1.8
OP-35383,2015-08-11,Standard Class,8.8
LM-35384,2015-10-06,Standard Class,10.7
LP-35385,2015-09-21,Standard Class,6.2
LM-35386,2015-03-25,Standard Class,13.7
OP-35387,2015-11-10,Standard Class,6
DZ-35388,2015-10-05,Standard Class,16.1
PQ-35389,2015-08-30,Standard Class,10.8
OP-35390,2015-11-17,Standard Class,11.2
MZ-35391,2015-05-20,Standard Class,0.7
TA-35392,2015-12-24,Standard Class,0.3
MZ-35393,2015-09-23,Standard Class,3.8
LP-35394,2015-11-18,Standard Class,12.2
OP-35395,2015-09-22,Standard Class,12.7
PQ-35396,2015-06-08,Standard Class,3.1
MZ-35397,2015-12-30,Standard Class,13
AX-35398,2015-12-13,Standard Class,7.7
DF-35399,2015-12-06,Standard Class,14.8
JK-35400,2015-10-19,Standard Class,7.7
JK-35401,2015-12-10,Standard Class,13.4
DZ-35402,2015-11-30,Standard Class,2
TA-35403,2015-09-14,Standard Class,0.1
TA-35404,2015-11-20,Standard Class,2.7
LM-35405,2015-10-26,Standard Class,14
LP-35406,2015-02-26,Standard Class,12.9
PQ-35407,2015-06-18,Standard Class,1.2
JK-35408,2015-05-23,Standard Class,12.1
LM-35409,2015-08-02,Standard Class,6.3
LM-35410,2015-10-29,Standard Class,13.8
DZ-35411,2015-07-22,Standard Class,9.8
DZ-35412,2015-08-01,Standard Class,13.6
OP-35413,2015-05-23,Standard Class,1.6
DZ-35414,2015-11-13,Standard Class,1.7
LM-35415,2015-03-21,Standard Class,3.7
LP-35416,2015-09-01,Standard Class,12.6
LP-35417,2015-02-18,Standard Class,12.7
PQ-35418,2015-01-28,Standard Class,1.6
MZ-35419,2015-02-10,Standard Class,10.2
DF-35420,2015-04-30,Standard Class,7.3
LM-35421,2015-06-24,Standard Class,15.8
OP-35422,2015-02-26,Standard Class,8.7
LM-35423,2015-04-28,Standard Class,12.9
LP-35424,2015-10-01,Standard Class,2.7
OP-35425,2015-05-04,Standard Class,4.3
TA-35426,2015-05-20,Standard Class,2.7
TA-35427,2015-03-03,Standard Class,12.2
DZ-35428,2015-06-13,Standard Class,10.1
AX-35429,2015-12-05,Standard Class,6.2
LP-35430,2015-03-27,Standard Class,12.5
PQ-35431,2015-06-04,Standard Class,6.3
JK-35432,2015-03-27,Standard Class,10.6
LP-35433,2015-10-28,Standard Class,11
PQ-35434,2015-12-23,Standard Class,13.6
TA-35435,2015-11-07,Standard Class,0.7
MZ-35436,2015-06-19,Standard Class,1.7
LP-35437,2015-08-02,Standard Class,3.7
TA-35438,2015-06-04,Standard Class,14
DF-35439,2015-08-05,Standard Class,12.2
JK-35440,2015-07-03,Standard Class,1.2
MZ-35441,2015-05-22,Standard Class,13
TA-35442,2015-09-08,Standard Class,5.5
LM-35443,2015-09-16,Standard Class,15.8
JK-35444,2015-09-08,Standard Class,9.6
OP-35445,2015-12-19,Standard Class,11.6
LP-35446,2015-09-11,Standard Class,2
LP-35447,2015-08-20,Standard Class,0.1
AX-35448,2015-05-13,Standard Class,3.1
DZ-35449,2015-04-05,Standard Class,11
AX-35450,2015-05-14,Standard Class,12.4
JK-35451,2015-02-11,Standard Class,1.2
OP-35452,2015-06-21,Standard Class,12.1
TA-35453,2015-06-20,Standard Class,7.7
LP-35454,2015-02-04,Standard Class,14.6
LM-35455,2015-12-21,Standard Class,10.4
LM-35456,2015-05-29,Standard Class,12.5
DF-35457,2015-07-23,Standard Class,0.7
DZ-35458,2015-05-05,Standard Class,2.8
OP-35459,2015-10-19,Standard Class,3.5
AX-35460,2015-09-01,Standard Class,14
LP-35461,2015-06-14,Standard Class,12.4
PQ-35462,2015-05-31,Standard Class,3.1
DF-35463,2015-10-12,Standard Class,11.2
MZ-35464,2015-05-31,Standard Class,7.3
AX-35465,2015-03-03,Standard Class,13.8
AX-35466,2015-02-24,Standard Class,7.7
MZ-35467,2015-05-01,Standard Class,13.1
LP-35468,2015-10-13,Standard Class,1.2
TA-35469,2015-03-10,Standard Class,0.2
LP-35470,2015-12-19,Standard Class,2.2
JK-35471,2015-09-08,Standard Class,13.5
DZ-35472,2015-01-21,Standard Class,12.4
OP-35473,2015-01-17,Standard Class,3.1
LP-35474,2015-06-20,Standard Class,11.4
JK-35475,2015-09-16,Standard Class,7.3
PQ-35476,2015-07-26,Standard Class,13.8
PQ-35477,2015-03-24,Standard Class,10.4
DF-35478,2015-09-24,Standard Class,12.9
MZ-35479,2015-02-27,Standard Class,1.6
TA-35480,2015-11-19,Standard Class,2.1
PQ-35481,2015-07-23,Standard Class,3.7
JK-35482,2015-12-05,Standard Class,11.7
PQ-35483,2015-06-11,Standard Class,10.1
TA-35484,2015-12-03,Standard Class,1.6
AX-35485,2015-03-08,Standard Class,13.9
DZ-35486,2015-10-20,Standard Class,5.4
TA-35487,2015-04-11,Standard Class,14.8
LM-35488,2015-10-29,Standard Class,7.7
MZ-35489,2015-07-25,Standard Class,12.1
MZ-35490,2015-08-18,Standard Class,2
PQ-35491,2015-07-30,Standard Class,0.1
LP-35492,2015-12-10,Standard Class,3.5
DZ-35493,2015-12-18,Standard Class,11
DZ-35494,2015-04-18,Standard Class,12.2
TA-35495,2015-01-18,Standard Class,2.1
AX-35496,2015-12-20,Standard Class,12.1
PQ-35497,2015-05-26,Standard Class,7.4
JK-35498,2015-01-19,Standard Class,15.3
LM-35499,2015-04-07,Standard Class,7.7
DZ-35500,2015-04-10,Standard Class,13.4
TA-35501,2015-08-15,Standard Class,0.7
PQ-35502,2015-02-25,Standard Class,2.8
JK-35503,2015-11-29,Standard Class,4
DF-35504,2015-08-11,Standard Class,11.7
PQ-35505,2015-02-15,Standard Class,11.2
LM-35506,2015-08-17,Standard Class,3.1
TA-35507,2015-12-19,Standard Class,10.2
PQ-35508,2015-06-09,Standard Class,6.3
JK-35509,2015-07-22,Standard Class,15.8
LM-35510,2015-09-07,Standard Class,6.7
AX-35511,2015-03-22,Standard Class,12.1
PQ-35512,2015-05-15,Standard Class,2.6
AX-35513,2016-01-01,Standard Class,0.4
OP-35514,2015-10-01,Standard Class,2.7
AX-35515,2015-11-27,Standard Class,14.2
DF-35516,2015-07-10,Standard Class,8
JK-35517,2015-09-04,Standard Class,1.2
LM-35518,2015-09-03,Standard Class,13
PQ-35519,2015-06-09,Standard Class,7.4
MZ-35520,2015-10-07,Standard Class,10.6
AX-35521,2015-12-21,Standard Class,6.7
LP-35522,2015-07-30,Standard Class,11.2
JK-35523,2015-12-10,Standard Class,2
AX-35524,2015-10-30,Standard Class,0.2
AX-35525,2015-06-06,Standard Class,2.4
LP-35526,2015-04-05,Standard Class,14
TA-35527,2015-11-17,Standard Class,11.4
MZ-35528,2015-01-30,Standard Class,1.2
PQ-35529,2015-04-17,Standard Class,13.4
LM-35530,2015-03-03,Standard Class,7.3
DF-35531,2015-01-04,Standard Class,13.1
LM-35532,2015-08-13,Standard Class,11.2
DZ-35533,2015-08-31,Standard Class,8.4
PQ-35534,2015-07-28,Standard Class,1.3
TA-35535,2015-06-14,Standard Class,2.8
AX-35536,2015-07-01,Standard Class,4
TA-35537,2015-09-30,Standard Class,14
DF-35538,2015-10-14,Standard Class,12.9
PQ-35539,2015-06-29,Standard Class,1.2
OP-35540,2015-04-29,Standard Class,13
JK-35541,2015-03-25,Standard Class,5.5
AX-35542,2015-02-28,Standard Class,14.8
JK-35543,2015-04-06,Standard Class,10
DZ-35544,2015-02-14,Standard Class,13.1
JK-35545,2015-05-29,Standard Class,1.6
JK-35546,2015-05-18,Standard Class,2.1
DZ-35547,2015-10-22,Standard Class,3.6
DZ-35548,2015-05-01,Standard Class,14
JK-35549,2015-12-12,Standard Class,11.6
JK-35550,2015-06-11,Standard Class,1.2
PQ-35551,2015-04-14,Standard Class,13.9
TA-35552,2015-06-17,Standard Class,6
AX-35553,2015-10-09,Standard Class,11.8
JK-35554,2015-10-13,Standard Class,10.4
PQ-35555,2015-03-10,Standard Class,8.4
MZ-35556,2015-12-23,Standard Class,2.6
PQ-35557,2015-02-27,Standard Class,2.8
DZ-35558,2015-12-19,Standard Class,3.8
MZ-35559,2015-12-18,Standard Class,12.2
LP-35560,2015-05-15,Standard Class,11.2
AX-35561,2015-02-14,Standard Class,1.2
DF-35562,2015-06-29,Standard Class,13
AX-35563,2015-04-30,Standard Class,7.3
DZ-35564,2015-02-24,Standard Class,16.1
JK-35565,2015-03-11,Standard Class,11.2
JK-35566,2015-06-20,Standard Class,8.4
MZ-35567,2015-05-31,Standard Class,2.5
MZ-35568,2015-11-21,Standard Class,2.1
PQ-35569,2015-10-11,Standard Class,1.2
LP-35570,2015-03-13,Standard Class,12.6
JK-35571,2015-08-24,Standard Class,12.2
MZ-35572,2015-05-17,Standard Class,2.1
OP-35573,2015-12-17,Standard Class,13.4
TA-35574,2015-12-22,Standard Class,4.7
DZ-35575,2015-08-03,Standard Class,15.8
PQ-35576,2015-08-22,Standard Class,7.7
PQ-35577,2015-10-08,Standard Class,9.4
TA-35578,2015-04-10,Standard Class,1.2
MZ-35579,2015-11-07,Standard Class,4.3
JK-35580,2015-01-19,Standard Class,3
MZ-35581,2015-08-14,Standard Class,9.9
OP-35582,2015-10-10,Standard Class,11.2
OP-35583,2015-09-22,Standard Class,1.2
AX-35584,2015-11-02,Standard Class,13.9
AX-35585,2015-12-20,Standard Class,6
JK-35586,2015-05-17,Standard Class,13.8
LM-35587,2015-07-06,Standard Class,10.4
PQ-35588,2015-04-29,Standard Class,13.4
DF-35589,2015-10-06,Standard Class,2.4
DZ-35590,2015-10-02,Standard Class,0.2
LM-35591,2015-11-26,Standard Class,3.8
DF-35592,2015-06-30,Standard Class,8.8
LP-35593,2015-12-22,Standard Class,11.2
MZ-35594,2015-04-21,Standard Class,2.1
LP-35595,2015-08-27,Standard Class,12.1
LM-35596,2015-11-28,Standard Class,6.9
TA-35597,2015-06-22,Standard Class,12.8
TA-35598,2015-06-13,Standard Class,10.6
LP-35599,2015-02-07,Standard Class,13.1
AX-35600,2015-07-06,Standard Class,1.9
LP-35601,2015-07-27,Standard Class,0.1
MZ-35602,2015-09-29,Standard Class,2.4
LP-35603,2015-04-17,Standard Class,9.9
JK-35604,2015-09-24,Standard Class,11.4
PQ-35605,2015-09-16,Standard Class,6.2
PQ-35606,2015-12-20,Standard Class,13
AX-35607,2015-08-11,Standard Class,7.4
DZ-35608,2015-04-12,Standard Class,16.6
DZ-35609,2015-01-20,Standard Class,6.7
AX-35610,2015-09-02,Standard Class,10.3
OP-35611,2015-02-09,Standard Class,2.4
OP-35612,2015-05-27,Standard Class,2.1
TA-35613,2015-10-18,Standard Class,3.7
LM-35614,2015-07-29,Standard Class,12.2
LM-35615,2015-03-29,Standard Class,8
LP-35616,2015-03-19,Standard Class,2.1
OP-35617,2015-08-21,Standard Class,11.4
AX-35618,2016-01-02,Standard Class,5.5
MZ-35619,2015-08-05,Standard Class,13.1
JK-35620,2015-03-15,Standard Class,10.4
OP-35621,2015-08-15,Standard Class,11.8
LM-35622,2015-12-05,Standard Class,1.8
LM-35623,2015-10-24,Standard Class,4.3
PQ-35624,2015-12-18,Standard Class,3.2
MZ-35625,2015-08-30,Standard Class,9.9
LP-35626,2015-01-26,Standard Class,10.1
TA-35627,2015-07-04,Standard Class,3.1
OP-35628,2015-04-07,Standard Class,9.1
OP-35629,2015-02-12,Standard Class,7.3
MZ-35630,2015-11-29,Standard Class,15.8
PQ-35631,2015-04-01,Standard Class,10.6
LM-35632,2015-03-19,Standard Class,8.4
JK-35633,2015-09-16,Standard Class,1.8
LM-35634,2015-07-28,Standard Class,2.8
AX-35635,2015-02-18,Standard Class,1.2
TA-35636,2015-12-21,Standard Class,13.1
DZ-35637,2015-10-17,Standard Class,12.7
AX-35638,2015-05-09,Standard Class,6.2
TA-35639,2015-08-19,Standard Class,12.1
DZ-35640,2015-05-03,Standard Class,6.6
DZ-35641,2015-04-25,Standard Class,14.8
LM-35642,2015-04-28,Standard Class,10
LM-35643,2015-03-28,Standard Class,11.8
PQ-35644,2015-10-12,Standard Class,0.7
MZ-35645,2015-03-30,Standard Class,4.3
OP-35646,2015-11-16,Standard Class,3
PQ-35647,2015-05-18,Standard Class,13.1
DZ-35648,2015-07-15,Standard Class,12.7
DZ-35649,2015-10-14,Standard Class,2.1
AX-35650,2015-02-03,Standard Class,13.4
LP-35651,2015-06-25,Standard Class,6.6
JK-35652,2015-02-23,Standard Class,16.1
OP-35653,2015-05-14,Standard Class,10
LM-35654,2015-09-09,Standard Class,12.1
DF-35655,2015-04-12,Standard Class,2.6
MZ-35656,2015-02-12,Standard Class,2.1
AX-35657,2015-02-05,Standard Class,3.6
OP-35658,2015-10-11,Standard Class,8.8
LP-35659,2015-08-10,Standard Class,12
DF-35660,2015-12-25,Standard Class,2.1
LP-35661,2015-01-15,Standard Class,13.7
DZ-35662,2015-08-30,Standard Class,6.9
LP-35663,2015-02-11,Standard Class,15.8
TA-35664,2015-06-11,Standard Class,10
TA-35665,2015-10-23,Standard Class,13.4
MZ-35666,2015-09-28,Standard Class,2.7
DZ-35667,2015-12-30,Standard Class,2.8
DZ-35668,2015-05-11,Standard Class,4.1
PQ-35669,2015-07-03,Standard Class,8.8
AX-35670,2015-05-17,Standard Class,9.9
JK-35671,2015-11-14,Standard Class,2.1
LM-35672,2015-11-22,Standard Class,10.2
OP-35673,2015-01-07,Standard Class,5.5
AX-35674,2015-07-30,Standard Class,15.3
TA-35675,2015-09-24,Standard Class,9.6
DF-35676,2015-03-31,Standard Class,12.5
AX-35677,2015-10-21,Standard Class,1.6
TA-35678,2015-10-29,Standard Class,0.1
OP-35679,2016-01-03,Standard Class,3.2
TA-35680,2015-09-04,Standard Class,11
JK-35681,2015-08-27,Standard Class,12.4
OP-35682,2015-02-14,Standard Class,2.1
LP-35683,2015-12-03,Standard Class,12.5
PQ-35684,2015-08-04,Standard Class,6.9
TA-35685,2015-06-18,Standard Class,16.1
LP-35686,2015-06-16,Standard Class,9.6
DZ-35687,2015-04-06,Standard Class,10.5
JK-35688,2015-04-24,Standard Class,2.4
PQ-35689,2015-05-22,Standard Class,2.1
OP-35690,2015-06-18,Standard Class,3.7
DZ-35691,2015-11-26,Standard Class,8.8
DZ-35692,2015-07-19,Standard Class,12.9
TA-35693,2015-03-08,Standard Class,1.2
OP-35694,2015-10-27,Standard Class,9.1
DZ-35695,2015-11-12,Standard Class,6.3
LP-35696,2015-08-20,Standard Class,15.8
MZ-35697,2015-06-30,Standard Class,11.4
LP-35698,2015-05-01,Standard Class,13.6
AX-35699,2015-07-25,Standard Class,2.5
MZ-35700,2015-09-29,Standard Class,0.2
TA-35701,2015-03-28,Standard Class,3.7
OP-35702,2015-11-06,Standard Class,13.1
TA-35703,2015-10-03,Standard Class,12
JK-35704,2015-04-14,Standard Class,1.6
AX-35705,2015-01-16,Standard Class,10.2
OP-35706,2015-11-17,Standard Class,5.4
LM-35707,2015-07-07,Standard Class,13.8
DF-35708,2015-08-25,Standard Class,9.8
AX-35709,2015-07-13,Standard Class,8.4
AX-35710,2015-04-27,Standard Class,2.5
MZ-35711,2015-02-09,Standard Class,0.2
OP-35712,2015-03-05,Standard Class,4
DF-35713,2015-12-25,Standard Class,11.7
OP-35714,2015-11-20,Standard Class,12.9
LP-35715,2015-06-16,Standard Class,6.2
AX-35716,2015-12-31,Standard Class,10.2
AX-35717,2015-12-25,Standard Class,6
LM-35718,2015-04-25,Standard Class,11.8
OP-35719,2015-06-06,Standard Class,10
DZ-35720,2015-02-06,Standard Class,13.4
OP-35721,2015-08-22,Standard Class,2.5
TA-35722,2015-12-17,Standard Class,2.1
DZ-35723,2015-10-31,Standard Class,1.2
DF-35724,2015-09-08,Standard Class,11.7
PQ-35725,2015-04-05,Standard Class,12.4
AX-35726,2015-08-11,Standard Class,1.2
LP-35727,2015-09-01,Standard Class,12.7
TA-35728,2015-12-09,Standard Class,5.4
DZ-35729,2015-07-31,Standard Class,15.3
DF-35730,2015-12-25,Standard Class,10.6
TA-35731,2015-12-23,Standard Class,12.5
DF-35732,2015-07-28,Standard Class,2.5
TA-35733,2015-07-03,Standard Class,0.2
OP-35734,2015-08-12,Standard Class,3.8
DZ-35735,2015-02-19,Standard Class,12.2
OP-35736,2015-07-09,Standard Class,12.9
LM-35737,2015-04-03,Standard Class,2.1
OP-35738,2015-09-01,Standard Class,14.3
DZ-35739,2015-01-19,Standard Class,7.3
AX-35740,2015-01-25,Standard Class,14.8
MZ-35741,2015-02-12,Standard Class,8.5
LP-35742,2015-07-25,Standard Class,10.5
AX-35743,2015-04-09,Standard Class,1.3
MZ-35744,2015-02-20,Standard Class,2.8
LM-35745,2015-06-28,Standard Class,2.2
TA-35746,2015-02-13,Standard Class,12.6
LM-35747,2015-10-03,Standard Class,11.6
DZ-35748,2015-09-30,Standard Class,1.2
MZ-35749,2015-05-08,Standard Class,13.7
DF-35750,2015-01-29,Standard Class,6.9
OP-35751,2015-06-26,Standard Class,14.3
MZ-35752,2015-05-05,Standard Class,9.2
JK-35753,2015-02-10,Standard Class,9.4
JK-35754,2015-10-09,Standard Class,1.2
TA-35755,2015-12-25,Standard Class,1.7
TA-35756,2015-12-21,Standard Class,3.5
TA-35757,2015-07-11,Standard Class,8.8
PQ-35758,2015-09-29,Standard Class,11.6
TA-35759,2015-09-05,Standard Class,1.6
LM-35760,2015-08-28,Standard Class,13.4
PQ-35761,2015-11-19,Standard Class,7.3
LP-35762,2015-02-13,Standard Class,16.6
TA-35763,2015-01-10,Standard Class,10.8
LP-35764,2015-07-22,Standard Class,11.6
DZ-35765,2015-05-05,Standard Class,2.7
JK-35766,2015-09-28,Standard Class,0.1
AX-35767,2015-08-18,Standard Class,3.5
TA-35768,2015-11-02,Standard Class,13.3
LM-35769,2015-08-25,Standard Class,12.4
PQ-35770,2015-02-04,Standard Class,1.2
DZ-35771,2015-06-04,Standard Class,13
AX-35772,2015-02-23,Standard Class,5.4
MZ-35773,2015-01-14,Standard Class,15.8
DZ-35774,2015-03-26,Standard Class,11.4
DZ-35775,2015-12-24,Standard Class,11.2
TA-35776,2015-08-11,Standard Class,0.7
OP-35777,2015-03-27,Standard Class,0.1
MZ-35778,2015-10-31,Standard Class,1.2
DF-35779,2015-03-14,Standard Class,8.8
LP-35780,2015-08-29,Standard Class,12.4
OP-35781,2015-03-17,Standard Class,1.6
TA-35782,2015-07-16,Standard Class,11.2
LP-35783,2015-11-05,Standard Class,6.6
MZ-35784,2015-07-15,Standard Class,15.8
DF-35785,2015-05-22,Standard Class,9.6
DZ-35786,2015-04-16,Standard Class,12.7
DZ-35787,2015-04-21,Standard Class,2.2
MZ-35788,2015-07-28,Standard Class,2.8
MZ-35789,2015-01-24,Standard Class,3.2
AX-35790,2015-09-05,Standard Class,13.1
AX-35791,2015-09-19,Standard Class,11.2
LP-35792,2015-02-08,Standard Class,1.6
PQ-35793,2015-04-27,Standard Class,14.1
PQ-35794,2015-07-24,Standard Class,7.1
AX-35795,2015-01-30,Standard Class,16.1
LP-35796,2015-10-23,Standard Class,11.2
TA-35797,2015-04-19,Standard Class,13.1
AX-35798,2015-11-07,Standard Class,2.7
LP-35799,2015-02-22,Standard Class,1.7
LM-35800,2015-12-14,Standard Class,3.5
PQ-35801,2015-12-24,Standard Class,11.7
OP-35802,2015-03-27,Standard Class,12.4
MZ-35803,2015-02-19,Standard Class,1.6
DF-35804,2015-09-20,Standard Class,9.1
LM-35805,2015-12-11,Standard Class,7.4
LP-35806,2015-10-16,Standard Class,13.1
AX-35807,2015-05-17,Standard Class,11.2
DZ-35808,2015-07-10,Standard Class,11.6
JK-35809,2015-04-30,Standard Class,1.2
LP-35810,2015-04-06,Standard Class,0.1
TA-35811,2015-06-13,Standard Class,3.7
LP-35812,2015-02-09,Standard Class,10.8
JK-35813,2015-07-19,Standard Class,12.9
LP-35814,2015-12-21,Standard Class,1.2
JK-35815,2015-02-03,Standard Class,12.1
MZ-35816,2015-12-08,Standard Class,6.9
LP-35817,2015-11-17,Standard Class,12.8
AX-35818,2015-12-15,Standard Class,9.8
MZ-35819,2015-06-12,Standard Class,9.4
JK-35820,2015-09-28,Standard Class,2.5
AX-35821,2015-11-03,Standard Class,4.3
DZ-35822,2015-05-07,Standard Class,3.6
DF-35823,2015-12-03,Standard Class,12.6
LM-35824,2015-09-07,Standard Class,10.7
LP-35825,2015-09-27,Standard Class,1.2
LP-35826,2015-04-19,Standard Class,13.4
JK-35827,2015-04-01,Standard Class,7.7
TA-35828,2015-08-01,Standard Class,13.1
LM-35829,2015-06-21,Standard Class,9.2
LP-35830,2015-10-05,Standard Class,8.4
OP-35831,2015-12-31,Standard Class,1.8
LP-35832,2015-05-17,Standard Class,2.8
MZ-35833,2015-05-13,Standard Class,3
TA-35834,2015-10-30,Standard Class,13.5
MZ-35835,2015-12-09,Standard Class,13.1
LM-35836,2015-08-22,Standard Class,1.6
JK-35837,2015-03-19,Standard Class,12.5
AX-35838,2015-11-06,Standard Class,7.6
OP-35839,2015-10-20,Standard Class,16.1
LM-35840,2015-06-24,Standard Class,10
DF-35841,2015-01-31,Standard Class,12.9
MZ-35842,2015-12-24,Standard Class,2.6
AX-35843,2015-07-05,Standard Class,1.7
OP-35844,2015-11-21,Standard Class,3.2
LP-35845,2015-05-03,Standard Class,12.4
OP-35846,2015-03-08,Standard Class,12.9
AX-35847,2015-03-22,Standard Class,2.1
MZ-35848,2015-02-24,Standard Class,13.7
DF-35849,2015-02-22,Standard Class,6.5
OP-35850,2015-12-23,Standard Class,15.8
OP-35851,2015-02-27,Standard Class,9.8
DZ-35852,2015-08-19,Standard Class,9.4
LP-35853,2015-05-27,Standard Class,2.2
JK-35854,2015-08-20,Standard Class,1.7
JK-35855,2015-12-16,Standard Class,1.8
MZ-35856,2015-09-06,Standard Class,12.2
OP-35857,2015-01-20,Standard Class,12
OP-35858,2015-06-21,Standard Class,2.1
PQ-35859,2015-12-21,Standard Class,12.5
PQ-35860,2015-12-20,Standard Class,7.6
TA-35861,2015-07-29,Standard Class,14.3
JK-35862,2015-03-02,Standard Class,10.4
TA-35863,2015-12-09,Standard Class,12.5
LM-35864,2015-01-25,Standard Class,2
AX-35865,2015-12-13,Standard Class,0.3
LP-35866,2015-03-27,Standard Class,3.8
JK-35867,2015-09-30,Standard Class,11.7
DF-35868,2015-10-18,Standard Class,11.2
OP-35869,2015-06-12,Standard Class,1.6
OP-35870,2015-05-11,Standard Class,13.9
