order.id,order.date,order.priority,order.month
OL-38435,2015-07-13,Medium,Jul
AB-38436,2015-04-27,Medium,Apr
OL-38437,2015-06-23,Medium,Jun
RS-38438,2015-03-08,Medium,Mar
OL-38439,2015-06-29,High,Jun
CP-38440,2015-03-14,Medium,Mar
OL-38441,2015-07-12,Medium,Jul
XP-38442,2015-08-14,Medium,Aug
AP-38443,2015-07-18,Medium,Jul
RS-38444,2015-11-15,High,Nov
AB-38445,2015-06-30,Medium,Jun
AP-38446,2015-03-22,Medium,Mar
XP-38447,2015-09-06,Medium,Sep
XP-38448,2015-09-27,Medium,Sep
RS-38449,2015-09-07,High,Sep
PZ-38450,2015-08-12,Medium,Aug
CP-38451,2015-03-26,Medium,Mar
XP-38452,2015-02-05,Medium,Feb
XP-38453,2015-10-26,Medium,Oct
CP-38454,2015-11-22,Low,Nov
AB-38455,2015-01-02,Medium,Jan
AB-38456,2015-04-06,High,Apr
RS-38457,2015-07-14,Medium,Jul
OL-38458,2015-12-18,Medium,Dec
RS-38459,2015-06-10,High,Jun
XP-38460,2015-06-08,Medium,Jun
XP-38461,2015-05-16,High,May
AB-38462,2015-07-08,High,Jul
OL-38463,2015-01-25,Medium,Jan
OL-38464,2015-08-23,Medium,Aug
XP-38465,2015-05-25,Medium,May
RS-38466,2015-03-09,Medium,Mar
RS-38467,2015-05-05,High,May
CP-38468,2015-10-04,High,Oct
AP-38469,2015-04-14,Low,Apr
RS-38470,2015-03-06,Medium,Mar
PZ-38471,2015-08-06,Medium,Aug
AB-38472,2015-06-22,Medium,Jun
OL-38473,2015-05-28,High,May
RS-38474,2015-06-02,Medium,Jun
AB-38475,2015-06-11,Medium,Jun
CP-38476,2015-09-20,High,Sep
XP-38477,2015-02-18,Medium,Feb
AB-38478,2015-10-17,High,Oct
OL-38479,2015-01-26,Medium,Jan
RS-38480,2015-11-20,Low,Nov
CP-38481,2015-03-06,Low,Mar
PQ-38482,2015-09-21,Medium,Sep
OL-38483,2015-02-02,Medium,Feb
RS-38484,2015-03-26,Medium,Mar
XP-38485,2015-04-06,High,Apr
XP-38486,2015-07-19,Medium,Jul
AP-38487,2015-11-16,Low,Nov
RS-38488,2015-06-16,Medium,Jun
AP-38489,2015-06-27,High,Jun
OL-38490,2015-09-05,High,Sep
PQ-38491,2015-08-15,High,Aug
OL-38492,2015-06-30,Medium,Jun
OL-38493,2015-11-10,Medium,Nov
RS-38494,2015-11-14,Medium,Nov
OL-38495,2015-10-13,Medium,Oct
OL-38496,2015-04-16,Medium,Apr
PZ-38497,2015-12-06,High,Dec
AP-38498,2015-12-25,Medium,Dec
PZ-38499,2015-01-21,Medium,Jan
AB-38500,2015-11-24,High,Nov
XP-38501,2015-04-23,Medium,Apr
XP-38502,2015-09-19,Medium,Sep
AB-38503,2015-04-29,High,Apr
CP-38504,2015-07-01,Medium,Jul
PQ-38505,2015-03-23,High,Mar
PZ-38506,2015-03-25,Medium,Mar
OL-38507,2015-05-21,Medium,May
PQ-38508,2015-03-02,Medium,Mar
RS-38509,2015-01-23,Medium,Jan
XP-38510,2015-12-21,Medium,Dec
PQ-38511,2015-08-05,Medium,Aug
PZ-38512,2015-09-29,Medium,Sep
CP-38513,2015-11-27,Medium,Nov
XP-38514,2015-08-04,High,Aug
AB-38515,2015-10-01,Medium,Oct
CP-38516,2015-12-08,Medium,Dec
XP-38517,2015-10-21,Medium,Oct
OL-38518,2015-03-06,Medium,Mar
AP-38519,2015-05-09,Medium,May
OL-38520,2015-04-11,Medium,Apr
OL-38521,2015-10-05,Medium,Oct
XP-38522,2015-09-18,Medium,Sep
PQ-38523,2015-05-18,Medium,May
AP-38524,2015-04-25,Medium,Apr
OL-38525,2015-11-03,Medium,Nov
CP-38526,2015-08-03,High,Aug
CP-38527,2015-04-27,Low,Apr
OL-38528,2015-09-13,Medium,Sep
CP-38529,2015-04-21,Medium,Apr
PQ-38530,2015-04-15,Medium,Apr
AB-38531,2015-01-02,Medium,Jan
OL-38532,2015-01-27,Low,Jan
CP-38533,2015-03-06,Low,Mar
OL-38534,2015-02-06,Medium,Feb
PZ-38535,2015-03-30,Medium,Mar
PQ-38536,2015-05-09,High,May
OL-38537,2015-06-11,Low,Jun
PQ-38538,2015-01-06,High,Jan
XP-38539,2015-09-08,Medium,Sep
CP-38540,2015-06-07,Medium,Jun
CP-38541,2015-06-26,Medium,Jun
RS-38542,2015-01-09,High,Jan
AB-38543,2015-10-29,High,Oct
CP-38544,2015-09-22,Low,Sep
CP-38545,2015-07-05,Medium,Jul
AB-38546,2015-08-30,Medium,Aug
PZ-38547,2015-09-09,Medium,Sep
RS-38548,2015-11-10,High,Nov
OL-38549,2015-01-22,High,Jan
RS-38550,2015-01-17,Medium,Jan
CP-38551,2015-11-16,Medium,Nov
PZ-38552,2015-08-11,Medium,Aug
PQ-38553,2015-11-03,Medium,Nov
PZ-38554,2015-11-12,High,Nov
XP-38555,2015-11-11,Low,Nov
CP-38556,2015-01-16,High,Jan
AP-38557,2015-07-01,Medium,Jul
AP-38558,2015-12-03,Medium,Dec
AB-38559,2015-06-04,High,Jun
RS-38560,2015-04-14,Medium,Apr
PQ-38561,2015-04-12,Medium,Apr
RS-38562,2015-06-22,High,Jun
XP-38563,2015-09-09,Medium,Sep
CP-38564,2015-03-18,Medium,Mar
XP-38565,2015-02-15,Medium,Feb
OL-38566,2015-12-17,Medium,Dec
PQ-38567,2015-12-13,Medium,Dec
AB-38568,2015-05-22,Medium,May
PZ-38569,2015-08-04,Low,Aug
AB-38570,2015-06-03,Medium,Jun
PQ-38571,2015-05-21,Medium,May
XP-38572,2015-11-14,Medium,Nov
RS-38573,2015-07-31,Medium,Jul
AP-38574,2015-01-10,High,Jan
AP-38575,2015-09-12,Medium,Sep
RS-38576,2015-07-27,High,Jul
AP-38577,2015-12-18,Low,Dec
OL-38578,2015-11-14,Medium,Nov
AB-38579,2015-08-29,Medium,Aug
AB-38580,2015-06-06,High,Jun
PZ-38581,2015-07-06,High,Jul
OL-38582,2015-09-04,High,Sep
OL-38583,2015-05-19,Medium,May
AB-38584,2015-06-18,Medium,Jun
AP-38585,2015-03-26,Medium,Mar
OL-38586,2015-03-25,Medium,Mar
PZ-38587,2015-03-26,Medium,Mar
RS-38588,2015-09-30,High,Sep
AP-38589,2015-01-01,Medium,Jan
CP-38590,2015-08-20,High,Aug
AP-38591,2015-05-14,High,May
XP-38592,2015-04-30,Medium,Apr
RS-38593,2015-01-04,Medium,Jan
XP-38594,2015-12-02,Medium,Dec
OL-38595,2015-06-29,Medium,Jun
CP-38596,2015-01-17,Medium,Jan
OL-38597,2015-11-26,High,Nov
RS-38598,2015-12-09,High,Dec
PZ-38599,2015-07-24,Medium,Jul
AB-38600,2015-06-27,Medium,Jun
PZ-38601,2015-01-29,High,Jan
OL-38602,2015-01-11,Medium,Jan
AP-38603,2015-11-13,Medium,Nov
OL-38604,2015-01-20,Medium,Jan
RS-38605,2015-01-09,High,Jan
OL-38606,2015-10-05,High,Oct
RS-38607,2015-05-30,Low,May
AB-38608,2015-04-25,Medium,Apr
XP-38609,2015-09-29,Medium,Sep
CP-38610,2015-05-19,Medium,May
AP-38611,2015-11-11,Medium,Nov
CP-38612,2015-10-23,Medium,Oct
RS-38613,2015-11-25,Medium,Nov
AP-38614,2015-04-28,Medium,Apr
OL-38615,2015-09-07,Medium,Sep
OL-38616,2015-06-10,Medium,Jun
CP-38617,2015-10-16,Medium,Oct
OL-38618,2015-03-11,Medium,Mar
PZ-38619,2015-01-31,Medium,Jan
OL-38620,2015-11-08,Medium,Nov
OL-38621,2015-03-15,High,Mar
CP-38622,2015-06-14,Medium,Jun
CP-38623,2015-01-30,Medium,Jan
OL-38624,2015-01-17,High,Jan
AB-38625,2015-03-27,Medium,Mar
AP-38626,2015-09-01,High,Sep
RS-38627,2015-11-05,Medium,Nov
AP-38628,2015-01-21,Medium,Jan
CP-38629,2015-01-05,Medium,Jan
AP-38630,2015-04-05,Medium,Apr
XP-38631,2015-09-09,Medium,Sep
PQ-38632,2015-03-28,High,Mar
PZ-38633,2015-05-07,Medium,May
RS-38634,2015-07-22,Medium,Jul
PZ-38635,2015-05-13,Medium,May
PQ-38636,2015-11-14,Low,Nov
OL-38637,2015-08-02,Medium,Aug
CP-38638,2015-04-12,Medium,Apr
PQ-38639,2015-03-23,High,Mar
AP-38640,2015-03-09,Medium,Mar
PQ-38641,2015-01-18,Medium,Jan
AP-38642,2015-11-25,High,Nov
RS-38643,2015-08-16,Medium,Aug
PZ-38644,2015-01-06,High,Jan
PQ-38645,2015-01-04,Medium,Jan
PZ-38646,2015-12-06,Medium,Dec
AP-38647,2015-06-09,Medium,Jun
OL-38648,2015-09-26,Medium,Sep
XP-38649,2015-04-17,Medium,Apr
XP-38650,2015-09-08,Medium,Sep
AB-38651,2015-04-19,High,Apr
AB-38652,2015-01-28,Medium,Jan
PQ-38653,2015-09-22,Medium,Sep
RS-38654,2015-08-05,Medium,Aug
XP-38655,2015-07-29,High,Jul
AB-38656,2015-10-03,Medium,Oct
RS-38657,2015-06-24,Medium,Jun
OL-38658,2015-08-12,Medium,Aug
OL-38659,2015-10-24,High,Oct
AB-38660,2015-12-01,Low,Dec
PZ-38661,2015-08-02,High,Aug
PZ-38662,2015-11-25,Medium,Nov
RS-38663,2015-10-31,Medium,Oct
OL-38664,2015-08-10,Medium,Aug
AP-38665,2015-01-31,Medium,Jan
XP-38666,2015-03-07,Medium,Mar
OL-38667,2015-12-15,Low,Dec
XP-38668,2015-09-13,Medium,Sep
OL-38669,2015-06-26,High,Jun
AP-38670,2015-11-04,Medium,Nov
OL-38671,2015-11-03,Medium,Nov
CP-38672,2015-05-12,Medium,May
PQ-38673,2015-05-19,High,May
OL-38674,2015-09-17,Medium,Sep
AB-38675,2015-02-17,Medium,Feb
CP-38676,2015-04-01,Medium,Apr
AP-38677,2015-09-17,Medium,Sep
PQ-38678,2015-06-24,Medium,Jun
OL-38679,2015-11-28,Medium,Nov
RS-38680,2015-07-09,Medium,Jul
PZ-38681,2015-03-18,Medium,Mar
CP-38682,2015-02-11,Medium,Feb
AB-38683,2015-10-04,High,Oct
PQ-38684,2015-07-17,Medium,Jul
AP-38685,2015-11-03,Medium,Nov
OL-38686,2015-12-14,Medium,Dec
XP-38687,2015-02-18,Medium,Feb
CP-38688,2015-01-29,Medium,Jan
PZ-38689,2015-08-23,Medium,Aug
AP-38690,2015-03-13,Low,Mar
XP-38691,2015-11-29,Medium,Nov
PZ-38692,2015-09-27,Low,Sep
XP-38693,2015-02-10,High,Feb
RS-38694,2015-12-27,High,Dec
PZ-38695,2015-08-01,Low,Aug
PQ-38696,2015-11-23,High,Nov
CP-38697,2015-03-27,Medium,Mar
RS-38698,2015-12-11,Low,Dec
AB-38699,2015-02-02,Medium,Feb
OL-38700,2015-01-31,Medium,Jan
RS-38701,2015-12-28,High,Dec
AP-38702,2015-05-05,Medium,May
CP-38703,2015-07-26,Medium,Jul
XP-38704,2015-07-30,Medium,Jul
PZ-38705,2015-01-01,Medium,Jan
OL-38706,2015-03-29,Medium,Mar
XP-38707,2015-07-01,High,Jul
OL-38708,2015-12-04,Medium,Dec
AP-38709,2015-09-26,Low,Sep
CP-38710,2015-10-30,Medium,Oct
PQ-38711,2015-05-26,Medium,May
CP-38712,2015-01-26,Medium,Jan
PQ-38713,2015-11-29,High,Nov
XP-38714,2015-07-17,High,Jul
PQ-38715,2015-05-10,Medium,May
PZ-38716,2015-12-18,Medium,Dec
CP-38717,2015-10-04,Medium,Oct
AP-38718,2015-07-05,High,Jul
XP-38719,2015-04-08,High,Apr
PQ-38720,2015-02-10,Medium,Feb
XP-38721,2015-02-06,High,Feb
OL-38722,2015-03-09,Medium,Mar
AP-38723,2015-08-16,Medium,Aug
PZ-38724,2015-03-02,Medium,Mar
PZ-38725,2015-10-14,Medium,Oct
CP-38726,2015-07-24,Medium,Jul
CP-38727,2015-03-09,Medium,Mar
CP-38728,2015-11-11,High,Nov
OL-38729,2015-03-01,Medium,Mar
PZ-38730,2015-11-16,Medium,Nov
XP-38731,2015-08-13,Medium,Aug
PZ-38732,2015-03-28,Medium,Mar
OL-38733,2015-10-10,Medium,Oct
AP-38734,2015-06-21,Low,Jun
CP-38735,2015-05-16,Medium,May
XP-38736,2015-10-25,Medium,Oct
PZ-38737,2015-10-29,Medium,Oct
PQ-38738,2015-06-18,High,Jun
CP-38739,2015-02-02,Medium,Feb
XP-38740,2015-03-07,Medium,Mar
AP-38741,2015-03-05,Medium,Mar
AB-38742,2015-12-04,Medium,Dec
PQ-38743,2015-05-15,Medium,May
CP-38744,2015-01-29,Low,Jan
OL-38745,2015-10-06,High,Oct
XP-38746,2015-03-07,High,Mar
RS-38747,2015-05-28,Medium,May
PZ-38748,2015-12-04,High,Dec
PZ-38749,2015-10-06,High,Oct
OL-38750,2015-11-23,Medium,Nov
AB-38751,2015-04-10,Medium,Apr
PZ-38752,2015-12-05,Medium,Dec
OL-38753,2015-05-20,Medium,May
OL-38754,2015-05-10,Medium,May
AB-38755,2015-04-24,Medium,Apr
CP-38756,2015-12-08,High,Dec
OL-38757,2015-01-23,Medium,Jan
PQ-38758,2015-10-19,Low,Oct
RS-38759,2015-11-23,High,Nov
CP-38760,2015-10-21,Medium,Oct
AP-38761,2015-06-02,Medium,Jun
PQ-38762,2015-01-04,Medium,Jan
RS-38763,2015-09-02,Medium,Sep
AB-38764,2015-10-26,Medium,Oct
CP-38765,2015-06-08,Low,Jun
OL-38766,2015-10-17,Medium,Oct
RS-38767,2015-06-04,Medium,Jun
AP-38768,2015-10-16,High,Oct
AP-38769,2015-12-04,Medium,Dec
RS-38770,2015-06-22,Medium,Jun
PZ-38771,2015-09-28,High,Sep
XP-38772,2015-06-08,Medium,Jun
PQ-38773,2015-05-19,High,May
PZ-38774,2015-03-25,Medium,Mar
XP-38775,2015-08-24,Medium,Aug
XP-38776,2015-03-06,High,Mar
AB-38777,2015-07-16,High,Jul
PZ-38778,2015-06-22,High,Jun
PZ-38779,2015-10-10,Medium,Oct
CP-38780,2015-05-02,Medium,May
AP-38781,2015-10-01,High,Oct
RS-38782,2015-08-10,Medium,Aug
XP-38783,2015-03-07,Medium,Mar
RS-38784,2015-12-20,Medium,Dec
OL-38785,2015-10-01,Low,Oct
AP-38786,2015-08-24,Medium,Aug
OL-38787,2015-08-07,High,Aug
RS-38788,2015-09-20,Medium,Sep
AB-38789,2015-04-25,High,Apr
RS-38790,2015-08-10,Medium,Aug
AP-38791,2015-01-01,Medium,Jan
PZ-38792,2015-07-05,Low,Jul
AB-38793,2015-10-24,Medium,Oct
AP-38794,2015-03-15,Medium,Mar
XP-38795,2015-01-23,Medium,Jan
RS-38796,2015-08-02,Medium,Aug
PQ-38797,2015-04-23,High,Apr
RS-38798,2015-01-29,Medium,Jan
PZ-38799,2015-10-16,Medium,Oct
PQ-38800,2015-02-01,Medium,Feb
PQ-38801,2015-11-03,Medium,Nov
XP-38802,2015-12-18,Medium,Dec
PQ-38803,2015-02-10,Medium,Feb
OL-38804,2015-07-25,Medium,Jul
XP-38805,2015-04-09,High,Apr
CP-38806,2015-12-01,Medium,Dec
RS-38807,2015-06-01,Medium,Jun
OL-38808,2015-03-14,Medium,Mar
OL-38809,2015-01-17,High,Jan
OL-38810,2015-09-21,Medium,Sep
AP-38811,2015-02-15,Medium,Feb
AP-38812,2015-02-21,Medium,Feb
OL-38813,2015-11-28,Medium,Nov
OL-38814,2015-08-23,High,Aug
XP-38815,2015-11-17,Medium,Nov
OL-38816,2015-03-01,Medium,Mar
PQ-38817,2015-12-05,Low,Dec
RS-38818,2015-05-27,Medium,May
OL-38819,2015-03-29,Medium,Mar
OL-38820,2015-06-07,Medium,Jun
AB-38821,2015-03-15,Medium,Mar
OL-38822,2015-12-12,Medium,Dec
PQ-38823,2015-04-19,Medium,Apr
AB-38824,2015-01-13,Medium,Jan
OL-38825,2015-07-18,Medium,Jul
AP-38826,2015-01-15,High,Jan
PQ-38827,2015-12-23,Medium,Dec
OL-38828,2015-01-28,Medium,Jan
XP-38829,2015-05-04,Medium,May
PZ-38830,2015-12-01,Medium,Dec
PZ-38831,2015-12-07,High,Dec
AB-38832,2015-07-04,Medium,Jul
XP-38833,2015-01-15,High,Jan
XP-38834,2015-01-05,Medium,Jan
AB-38835,2015-07-14,Low,Jul
CP-38836,2015-03-18,Medium,Mar
AP-38837,2015-01-05,Medium,Jan
PQ-38838,2015-06-12,Medium,Jun
AB-38839,2015-01-11,High,Jan
PQ-38840,2015-07-19,High,Jul
OL-38841,2015-12-19,High,Dec
PZ-38842,2015-12-25,High,Dec
XP-38843,2015-11-19,Medium,Nov
PQ-38844,2015-01-30,Medium,Jan
OL-38845,2015-02-18,Medium,Feb
OL-38846,2015-12-20,Medium,Dec
PZ-38847,2015-02-26,Medium,Feb
AB-38848,2015-03-12,Medium,Mar
AB-38849,2015-04-29,Medium,Apr
AP-38850,2015-07-11,High,Jul
RS-38851,2015-11-24,Medium,Nov
OL-38852,2015-11-23,Low,Nov
PZ-38853,2015-05-02,Medium,May
RS-38854,2015-10-10,Medium,Oct
AP-38855,2015-12-09,High,Dec
CP-38856,2015-02-08,High,Feb
PQ-38857,2015-09-10,Medium,Sep
OL-38858,2015-01-25,Low,Jan
AP-38859,2015-01-28,Medium,Jan
AB-38860,2015-04-17,High,Apr
PZ-38861,2015-06-22,Medium,Jun
AB-38862,2015-10-16,Medium,Oct
XP-38863,2015-08-13,Medium,Aug
AB-38864,2015-12-07,Medium,Dec
CP-38865,2015-08-07,Medium,Aug
AP-38866,2015-07-21,Medium,Jul
PQ-38867,2015-09-26,Medium,Sep
XP-38868,2015-02-13,Medium,Feb
OL-38869,2015-05-19,High,May
RS-38870,2015-08-16,Medium,Aug
CP-38871,2015-10-30,Medium,Oct
RS-38872,2015-03-10,Medium,Mar
AP-38873,2015-03-14,High,Mar
PQ-38874,2015-06-11,Medium,Jun
CP-38875,2015-07-14,Medium,Jul
CP-38876,2015-01-10,Medium,Jan
RS-38877,2015-05-09,Medium,May
PZ-38878,2015-07-10,Medium,Jul
RS-38879,2015-04-22,Medium,Apr
PQ-38880,2015-11-27,High,Nov
PZ-38881,2015-10-01,Medium,Oct
AB-38882,2015-05-22,Low,May
XP-38883,2015-08-01,High,Aug
PQ-38884,2015-05-29,Medium,May
AP-38885,2015-10-21,High,Oct
OL-38886,2015-04-17,High,Apr
PQ-38887,2015-08-24,Medium,Aug
OL-38888,2015-08-04,Medium,Aug
PZ-38889,2015-02-03,High,Feb
OL-38890,2015-09-29,Medium,Sep
PZ-38891,2015-06-09,Medium,Jun
XP-38892,2015-08-19,High,Aug
CP-38893,2015-01-25,Low,Jan
PZ-38894,2015-11-12,Medium,Nov
PZ-38895,2015-12-02,Medium,Dec
XP-38896,2015-05-21,Medium,May
RS-38897,2015-09-05,Medium,Sep
CP-38898,2015-03-05,Medium,Mar
PQ-38899,2015-09-02,High,Sep
PQ-38900,2015-07-18,Medium,Jul
PQ-38901,2015-03-25,High,Mar
XP-38902,2015-03-19,Medium,Mar
CP-38903,2015-04-14,Medium,Apr
PQ-38904,2015-12-27,Medium,Dec
PQ-38905,2015-04-28,Medium,Apr
PQ-38906,2015-09-08,High,Sep
AP-38907,2015-04-22,Medium,Apr
AP-38908,2015-11-02,Medium,Nov
PQ-38909,2015-09-20,Medium,Sep
PZ-38910,2015-05-15,Medium,May
OL-38911,2015-02-20,High,Feb
AP-38912,2015-11-22,Medium,Nov
CP-38913,2015-08-12,Medium,Aug
PQ-38914,2015-09-26,Medium,Sep
CP-38915,2015-02-17,Medium,Feb
AB-38916,2015-07-14,High,Jul
PZ-38917,2015-06-23,Medium,Jun
CP-38918,2015-01-26,Medium,Jan
CP-38919,2015-03-16,High,Mar
RS-38920,2015-11-30,High,Nov
XP-38921,2015-02-18,Low,Feb
OL-38922,2015-02-22,Medium,Feb
AP-38923,2015-11-07,High,Nov
PZ-38924,2015-06-26,High,Jun
PZ-38925,2015-02-27,Medium,Feb
OL-38926,2015-06-04,Medium,Jun
PZ-38927,2015-04-30,Low,Apr
PZ-38928,2015-06-19,Medium,Jun
AP-38929,2015-02-27,Medium,Feb
OL-38930,2015-10-10,High,Oct
XP-38931,2015-05-31,Medium,May
PZ-38932,2015-05-09,Medium,May
CP-38933,2015-11-03,Medium,Nov
PQ-38934,2015-02-28,Medium,Feb
PQ-38935,2015-06-08,Medium,Jun
CP-38936,2015-07-23,High,Jul
AB-38937,2015-11-04,Medium,Nov
XP-38938,2015-05-04,Low,May
AP-38939,2015-06-10,Low,Jun
RS-38940,2015-05-06,Medium,May
OL-38941,2015-11-23,High,Nov
AB-38942,2015-06-23,High,Jun
OL-38943,2015-04-09,Medium,Apr
XP-38944,2015-06-22,Medium,Jun
AB-38945,2015-03-09,Medium,Mar
PQ-38946,2015-05-27,Medium,May
PZ-38947,2015-12-12,High,Dec
RS-38948,2015-03-22,Medium,Mar
AB-38949,2015-12-20,Medium,Dec
CP-38950,2015-02-24,Medium,Feb
XP-38951,2015-11-03,Medium,Nov
PQ-38952,2015-02-07,High,Feb
PQ-38953,2015-04-01,Medium,Apr
OL-38954,2015-01-11,Low,Jan
AP-38955,2015-07-01,Medium,Jul
OL-38956,2015-11-04,Medium,Nov
XP-38957,2015-06-05,Medium,Jun
OL-38958,2015-03-12,Medium,Mar
RS-38959,2015-04-12,High,Apr
CP-38960,2015-01-03,Medium,Jan
XP-38961,2015-11-02,High,Nov
AP-38962,2015-08-09,Medium,Aug
RS-38963,2015-07-16,Medium,Jul
CP-38964,2015-08-02,High,Aug
CP-38965,2015-06-27,Medium,Jun
AP-38966,2015-09-13,Medium,Sep
AB-38967,2015-03-11,High,Mar
OL-38968,2015-09-24,Medium,Sep
OL-38969,2015-03-19,Medium,Mar
PQ-38970,2015-08-11,Medium,Aug
OL-38971,2015-03-07,Medium,Mar
PZ-38972,2015-06-08,Medium,Jun
AP-38973,2015-04-09,Medium,Apr
CP-38974,2015-04-15,Medium,Apr
AP-38975,2015-08-01,High,Aug
XP-38976,2015-01-26,Medium,Jan
PZ-38977,2015-10-09,High,Oct
XP-38978,2015-04-02,Low,Apr
PZ-38979,2015-12-03,High,Dec
OL-38980,2015-06-15,High,Jun
AB-38981,2015-01-13,Medium,Jan
AB-38982,2015-09-17,Medium,Sep
AB-38983,2015-08-15,High,Aug
OL-38984,2015-07-20,High,Jul
OL-38985,2015-09-08,Medium,Sep
PZ-38986,2015-02-14,High,Feb
PQ-38987,2015-01-25,High,Jan
AP-38988,2015-03-04,Medium,Mar
AP-38989,2015-01-13,Medium,Jan
CP-38990,2015-03-22,High,Mar
PZ-38991,2015-09-28,Medium,Sep
XP-38992,2015-04-20,Medium,Apr
XP-38993,2015-01-08,Medium,Jan
PQ-38994,2015-01-13,Medium,Jan
PQ-38995,2015-10-29,Medium,Oct
AB-38996,2015-10-15,High,Oct
AB-38997,2015-01-12,Medium,Jan
CP-38998,2015-07-07,High,Jul
XP-38999,2015-04-20,Medium,Apr
AB-39000,2015-07-20,Medium,Jul
XP-39001,2015-02-17,High,Feb
PZ-39002,2015-07-11,Medium,Jul
AP-39003,2015-08-05,Medium,Aug
AP-39004,2015-11-03,Medium,Nov
CP-39005,2015-04-10,Medium,Apr
AP-39006,2015-09-30,Medium,Sep
RS-39007,2015-02-14,High,Feb
XP-39008,2015-10-07,Medium,Oct
RS-39009,2015-02-14,Medium,Feb
AB-39010,2015-11-08,Medium,Nov
CP-39011,2015-05-20,High,May
XP-39012,2015-07-15,Medium,Jul
CP-39013,2015-05-13,Medium,May
CP-39014,2015-02-15,Medium,Feb
AP-39015,2015-06-30,Medium,Jun
PZ-39016,2015-09-16,High,Sep
OL-39017,2015-09-11,Medium,Sep
OL-39018,2015-09-19,Medium,Sep
OL-39019,2015-10-04,High,Oct
AP-39020,2015-03-02,High,Mar
PQ-39021,2015-02-13,Medium,Feb
PQ-39022,2015-05-31,Medium,May
PQ-39023,2015-12-10,Medium,Dec
CP-39024,2015-07-01,Medium,Jul
AP-39025,2015-11-30,High,Nov
RS-39026,2015-10-11,Medium,Oct
PZ-39027,2015-11-23,Medium,Nov
AB-39028,2015-09-26,Low,Sep
OL-39029,2015-02-19,Medium,Feb
AB-39030,2015-09-18,Medium,Sep
CP-39031,2015-09-27,Medium,Sep
AP-39032,2015-09-09,Medium,Sep
RS-39033,2015-03-06,Low,Mar
PQ-39034,2015-10-31,Medium,Oct
RS-39035,2015-07-06,Low,Jul
RS-39036,2015-04-01,Medium,Apr
OL-39037,2015-07-15,High,Jul
AP-39038,2015-04-25,Medium,Apr
AB-39039,2015-12-16,Medium,Dec
AB-39040,2015-07-22,Medium,Jul
OL-39041,2015-09-05,Medium,Sep
RS-39042,2015-12-28,Medium,Dec
PZ-39043,2015-04-30,Medium,Apr
OL-39044,2015-12-29,Medium,Dec
PZ-39045,2015-03-28,Medium,Mar
PZ-39046,2015-05-20,High,May
RS-39047,2015-04-17,Low,Apr
AB-39048,2015-06-17,Medium,Jun
AP-39049,2015-04-08,Medium,Apr
AB-39050,2015-10-02,Medium,Oct
AB-39051,2015-10-20,Medium,Oct
RS-39052,2015-12-01,Medium,Dec
AP-39053,2015-03-26,High,Mar
PQ-39054,2015-11-30,Medium,Nov
PZ-39055,2015-03-25,High,Mar
RS-39056,2015-12-30,Low,Dec
RS-39057,2015-07-06,Medium,Jul
RS-39058,2015-02-15,High,Feb
OL-39059,2015-01-16,Low,Jan
AB-39060,2015-05-28,Medium,May
PQ-39061,2015-09-21,Medium,Sep
XP-39062,2015-09-29,High,Sep
OL-39063,2015-10-16,High,Oct
XP-39064,2015-05-21,High,May
RS-39065,2015-12-29,Medium,Dec
CP-39066,2015-04-21,High,Apr
AB-39067,2015-04-19,High,Apr
RS-39068,2015-12-21,Medium,Dec
PZ-39069,2015-03-22,Low,Mar
CP-39070,2015-08-23,Medium,Aug
RS-39071,2015-06-26,Medium,Jun
OL-39072,2015-12-11,Medium,Dec
OL-39073,2015-04-20,Medium,Apr
CP-39074,2015-12-31,Medium,Dec
PZ-39075,2015-06-07,Medium,Jun
AP-39076,2015-05-26,Medium,May
RS-39077,2015-11-15,Medium,Nov
AB-39078,2015-07-13,Medium,Jul
OL-39079,2015-01-22,High,Jan
AB-39080,2015-04-20,High,Apr
OL-39081,2015-04-26,Low,Apr
CP-39082,2015-02-17,Medium,Feb
CP-39083,2015-01-01,High,Jan
XP-39084,2015-11-09,Low,Nov
PQ-39085,2015-07-26,High,Jul
OL-39086,2015-09-23,Medium,Sep
AB-39087,2015-11-07,Medium,Nov
CP-39088,2015-07-24,Medium,Jul
PZ-39089,2015-04-25,Medium,Apr
AP-39090,2015-05-17,Medium,May
XP-39091,2015-02-14,Medium,Feb
RS-39092,2015-05-01,High,May
PQ-39093,2015-01-05,Low,Jan
OL-39094,2015-10-29,Medium,Oct
AP-39095,2015-01-07,Medium,Jan
RS-39096,2015-05-27,High,May
CP-39097,2015-09-07,Medium,Sep
PZ-39098,2015-04-09,Medium,Apr
PQ-39099,2015-07-19,High,Jul
CP-39100,2015-09-15,High,Sep
XP-39101,2015-01-14,Low,Jan
OL-39102,2015-06-10,High,Jun
PQ-39103,2015-04-18,Medium,Apr
AB-39104,2015-10-21,Medium,Oct
CP-39105,2015-06-27,Medium,Jun
AP-39106,2015-10-28,High,Oct
AP-39107,2015-10-20,Medium,Oct
OL-39108,2015-07-02,Medium,Jul
AP-39109,2015-12-23,Medium,Dec
RS-39110,2015-01-24,Medium,Jan
PZ-39111,2015-08-04,Medium,Aug
PZ-39112,2015-09-04,Medium,Sep
CP-39113,2015-02-19,Medium,Feb
CP-39114,2015-11-20,High,Nov
RS-39115,2015-04-22,High,Apr
